mun_code,n_obs,n_positives,prevalence,auroc,auprc,f1,balanced_acc,precision,recall,status,iacv_r1_mean,iacv_r2_mean,IPM_2005,nbi_2005,women_share,discapital,altura,indrural,area_km2,performance_category,cluster
05604,11,3,0.2727272727272727,0.875,0.6388888888888888,0.0,0.5,0.0,0.0,valid,5.378823529411765,5.291764705882352,71.20197999999999,47.56499805975941,0.49811338235294117,135.61227,728.0,0.6437261,12.34312749003984,Alto,0.0
05607,11,3,0.2727272727272727,0.7083333333333333,0.6095238095238096,0.42857142857142855,0.5,0.2727272727272727,1.0,valid,0.6485294117647059,0.6291176470588236,33.616859999999996,12.20021843784081,0.5052661764705882,28.250679,2250.0,0.5250353,68.1195652173913,Alto,2.0
05615,11,5,0.45454545454545453,0.8333333333333334,0.8583333333333332,0.625,0.5,0.45454545454545453,1.0,valid,1.5354411764705882,1.5102941176470588,26.83617,12.462027362913092,0.506765588235294,30.118174,2088.0,0.3566703,533.7575757575758,Alto,2.0
05628,11,2,0.18181818181818182,0.7222222222222222,0.41666666666666663,0.4,0.6388888888888888,0.3333333333333333,0.5,valid,2.5629411764705883,2.576911764705882,82.78284000000001,60.27853093418783,0.4810461764705882,71.45793,850.0,0.6854632,31.869402985074625,Medio,0.0
05631,11,3,0.2727272727272727,0.7083333333333333,0.47619047619047616,0.42857142857142855,0.5,0.2727272727272727,1.0,valid,0.8207352941176471,0.8273529411764705,18.09114,6.838154664928179,0.5330708823529412,16.280666,1600.0,0.20774925,3874.4666666666662,Medio,2.0
05642,11,2,0.18181818181818182,1.0,1.0,0.6666666666666666,0.75,1.0,0.5,valid,3.7219117647058826,3.5479411764705886,75.65256000000001,38.58158391647229,0.4952958823529412,50.246304,1250.0,0.566901,47.00709219858156,Alto,1.0
05647,11,1,0.09090909090909091,0.7,0.25,0.3333333333333333,0.8,0.2,1.0,valid,4.031176470588235,3.9973529411764703,64.49717,37.244231606443186,0.4834958823529411,69.897446,1400.0,0.6673001,43.01117318435754,Bajo,1.0
05649,11,2,0.18181818181818182,0.6666666666666666,0.39285714285714285,0.36363636363636365,0.6111111111111112,0.2222222222222222,1.0,valid,1.1935294117647057,1.2370588235294118,60.20259,32.414799553609754,0.4951630882352941,83.90186,1000.0,0.6033742,28.73661971830986,Bajo,1.0
05652,11,3,0.2727272727272727,0.7916666666666666,0.5333333333333333,0.0,0.4375,0.0,0.0,valid,2.3772058823529414,2.332941176470588,76.33429000000001,49.92010226909556,0.49764911764705877,84.72782,1250.0,0.64394057,16.277173913043477,Medio,0.0
05656,11,3,0.2727272727272727,0.875,0.7555555555555555,0.46153846153846156,0.5625,0.3,1.0,valid,2.366911764705882,2.3436764705882354,62.30593,34.40163908989416,0.5073504411764707,20.207138,734.0,0.6975144,85.79617834394904,Alto,2.0
05658,11,3,0.2727272727272727,0.4583333333333333,0.31666666666666665,0.4444444444444444,0.5833333333333333,0.3333333333333333,0.6666666666666666,valid,0.674264705882353,0.674264705882353,53.55976,21.52188112344873,0.5103736764705883,59.930763,2550.0,0.32291332,18.69364161849711,Bajo,2.0
05659,11,1,0.09090909090909091,1.0,1.0,0.16666666666666666,0.5,0.09090909090909091,1.0,valid,0.6991176470588235,0.7070588235294117,83.49656,75.86115014114154,0.5016052941176471,286.17197,7.0,0.6780707,67.77178423236515,Alto,0.0
05660,11,3,0.2727272727272727,0.9583333333333334,0.9166666666666665,0.75,0.875,0.6,1.0,valid,2.042058823529412,1.934264705882353,62.92263,33.5732550430912,0.49713029411764703,79.6015,1050.0,0.5725316,29.471615720524017,Alto,2.0
05664,11,3,0.2727272727272727,1.0,1.0,0.0,0.5,0.0,0.0,valid,2.1832352941176474,2.171470588235294,50.11082999999999,17.871536033807075,0.5109036764705882,23.157557,2471.0,0.5121454,81.55603448275862,Alto,2.0
05665,11,2,0.18181818181818182,0.8333333333333334,0.5,0.3076923076923077,0.5,0.18181818181818182,1.0,valid,0.8129411764705883,0.8051470588235294,87.10259,82.49716234074289,0.4868257352941176,251.5511,434.0,0.5940845,57.31327800829875,Medio,0.0
05667,11,4,0.36363636363636365,0.8214285714285714,0.7470238095238095,0.6,0.6607142857142857,0.5,0.75,valid,1.2733823529411765,1.3120588235294117,64.80171999999999,35.09837073470642,0.50226,74.72084,1011.0,0.52682924,45.67213114754098,Alto,2.0
05670,11,2,0.18181818181818182,0.8888888888888888,0.5833333333333333,0.8,0.9444444444444444,0.6666666666666666,1.0,valid,1.6669117647058824,1.628529411764706,68.61057000000001,38.115739446463515,0.4938532352941176,83.785095,1427.0,0.6750014,46.91479820627803,Medio,1.0
05674,11,2,0.18181818181818182,0.4444444444444445,0.26666666666666666,0.3076923076923077,0.5,0.18181818181818182,1.0,valid,1.2258823529411764,1.2263235294117647,72.10032,29.922854925078347,0.48449455882352943,35.575138,2200.0,0.6489865,88.45934959349593,Bajo,1.0
05679,11,3,0.2727272727272727,0.5833333333333333,0.5535714285714286,0.46153846153846156,0.5625,0.3,1.0,valid,1.479264705882353,1.4602941176470587,62.48631,28.458212574761188,0.507595294117647,48.355293,1806.0,0.54874945,150.36702127659575,Medio,2.0
05686,11,3,0.2727272727272727,0.3333333333333333,0.2851851851851852,0.2857142857142857,0.47916666666666663,0.25,0.3333333333333333,valid,2.176764705882353,2.1276470588235297,59.44053,23.51898579685691,0.49850779411764706,46.409225,2588.0,0.5260919,38.579075425790755,Bajo,2.0
05690,11,2,0.18181818181818182,0.8888888888888888,0.5833333333333333,0.0,0.5,0.0,0.0,valid,2.1802941176470587,2.176176470588235,63.69893,29.074384540721788,0.48550941176470586,62.54066,1950.0,0.8098902,50.94525547445255,Medio,1.0
05697,11,3,0.2727272727272727,0.5416666666666666,0.5396825396825397,0.42857142857142855,0.5,0.2727272727272727,1.0,valid,0.7245588235294118,0.7098529411764707,57.45713,20.733219790149032,0.5245198529411764,48.646706,2137.0,0.24563472,405.5921052631579,Medio,2.0
05736,11,2,0.18181818181818182,0.9444444444444444,0.8333333333333333,0.0,0.5,0.0,0.0,valid,6.290882352941177,6.128382352941177,69.15584,41.367019543458234,0.49783220588235294,157.23006,681.0,0.20025092,25.251203852327446,Alto,0.0
05756,11,4,0.36363636363636365,0.7142857142857142,0.5428571428571429,0.6,0.6607142857142857,0.5,0.75,valid,1.391029411764706,1.369705882352941,61.48169,33.74854531353758,0.5001957352941176,89.25961,2492.0,0.5981588,28.487677371172516,Medio,2.0
05761,11,1,0.09090909090909091,0.9,0.5,0.4,0.85,0.25,1.0,valid,3.1895588235294117,3.2070588235294117,60.25188,33.55293668838406,0.5008561764705882,28.09442,660.0,0.5551737,63.21238938053097,Medio,1.0
05789,11,1,0.09090909090909091,1.0,1.0,0.2222222222222222,0.65,0.125,1.0,valid,1.173529411764706,1.173529411764706,59.48549,28.24830671720624,0.5000960294117647,65.88859,1500.0,0.6040764,74.22357723577235,Alto,1.0
05790,11,1,0.09090909090909091,0.6,0.2,0.0,0.4,0.0,0.0,valid,8.451617647058825,8.448235294117648,86.26374999999999,61.9709123257588,0.5052258823529412,131.79396,97.0,0.4580943,14.03105196451204,Bajo,0.0
05792,11,2,0.18181818181818182,0.6666666666666667,0.3333333333333333,0.4444444444444444,0.7222222222222222,0.2857142857142857,1.0,valid,1.4939705882352943,1.5322058823529412,73.07964,38.94468807469232,0.5025901470588235,49.964397,1325.0,0.558211,54.38333333333333,Bajo,1.0
05809,11,2,0.18181818181818182,0.11111111111111116,0.15555555555555556,0.3076923076923077,0.5,0.18181818181818182,1.0,valid,1.3805882352941177,1.3401470588235294,66.94883,27.78323633890107,0.5055163235294118,29.526943,1550.0,0.49245325,84.40277777777777,Bajo,1.0
05819,11,3,0.2727272727272727,0.8333333333333333,0.7222222222222222,0.0,0.5,0.0,0.0,valid,5.798823529411765,5.697941176470588,75.10882,50.47487138899881,0.47776176470588233,81.290665,1850.0,0.76391083,39.687943262411345,Alto,0.0
05837,11,3,0.2727272727272727,0.625,0.6,0.3333333333333333,0.3958333333333333,0.2222222222222222,0.6666666666666666,valid,2.606029411764706,2.6254411764705883,78.22318,67.38367226629619,0.5097464705882353,228.05838,2.0,0.6121754,33.52491909385113,Medio,0.0
05842,11,3,0.2727272727272727,0.5833333333333333,0.5555555555555556,0.5,0.625,0.3333333333333333,1.0,valid,1.6294117647058823,1.5688235294117647,83.67094,63.59377153093565,0.4834908823529412,88.90044,647.0,0.7137524,32.17573221757322,Medio,0.0
