Feature,Importance
ntl_mean_q_r3,0.0
t_05_n_mean_r3,0.0
t_05_n_mean_r2,0.0
ntl_median_q_r3,0.0
t_14_volatilidad,0.0
ntl_median_q_r4,0.0
t_03_n_mean_r4,0.0
t_03_n_mean_r1,0.0
ntl_sum_q_r3,0.0
t_02_n_mean_r3,0.0
t_02_n_mean_r2,0.0
t_02_n_mean_r1,0.0
t_01_n_mean_r4,0.0
t_01_n_mean_r3,0.0
t_16_n_mean_r3,0.0
t_15_tendencia,0.0
t_14_tendencia,0.0
t_11_n_mean_r1,0.0
t_07_tendencia,0.0
t_10_n_mean_r4,0.0
t_10_n_mean_r1,0.0
t_09_n_mean_r3,0.0
t_04_fue_shock_r1,0.0
t_05_tendencia,0.0
t_05_volatilidad,0.0
t_05_pos_relativa,0.0
t_05_aceleracion,0.0
t_05_zscore_4q,0.0
t_05_fue_shock_r1,0.0
t_07_volatilidad,0.0
t_07_n_mean_r2,0.0
t_08_tendencia,0.0
t_09_n_mean_r2,0.0
t_09_tendencia,0.0
t_09_n_mean_r1,0.0
t_10_tendencia,0.0
t_11_tendencia,0.0
t_11_volatilidad,0.0
t_12_tendencia,0.0
t_07_n_mean_r4,0.0
t_07_n_mean_r3,0.0
trim_desde_paz_sq,0.0
